id_transaccion,id_empresa,giro_comercial,fecha_hora,monto,tipo_pago,pais_destino
"TX_000000","EMP_0037","Ropa y Calzado","2026-09-01 08:12:33.168","11959.94","SPEI_ENVIADO","México"
"TX_000001","EMP_0049","Ferretería","2026-09-01 08:12:33.935","2187.85","SPEI_ENVIADO","México"
"TX_000002","EMP_0069","Consultoría TI","2026-09-01 08:24:39.747","24140.03","TARJETA_EMPRESARIAL","México"
"TX_000003","EMP_0063","Automotriz","2026-09-01 08:35:10.242","16558.39","SPEI_ENVIADO","México"
"TX_000004","EMP_0052","Automotriz","2026-09-01 08:40:56.117","23202.66","SPEI_RECIBIDO","México"
"TX_000005","EMP_0041","Automotriz","2026-09-01 09:05:18.444","21300.04","SPEI_RECIBIDO","México"
"TX_000006","EMP_0040","Farmacia","2026-09-01 09:14:52.947","15051.96","SPEI_RECIBIDO","México"
"TX_000007","EMP_0046","Papelería","2026-09-01 09:32:10.636","21151.00","SPEI_RECIBIDO","México"
"TX_000008","EMP_0047","Consultoría TI","2026-09-01 09:36:16.972","28773.98","TARJETA_EMPRESARIAL","México"
"TX_000009","EMP_0080","Consultoría TI","2026-09-01 09:44:05.742","32090.77","SPEI_RECIBIDO","México"
"TX_000010","EMP_0025","Consultoría TI","2026-09-01 09:54:59.079","34142.92","SPEI_ENVIADO","México"
"TX_000011","EMP_0009","Turismo","2026-09-01 09:55:50.783","13396.33","SPEI_ENVIADO","México"
"TX_000012","EMP_0019","Automotriz","2026-09-01 10:02:32.197","5492.07","TARJETA_EMPRESARIAL","México"
"TX_000013","EMP_0097","Turismo","2026-09-01 10:09:53.884","9707.11","SPEI_ENVIADO","México"
"TX_000014","EMP_0061","Constructora","2026-09-01 10:27:49.962","22523.64","SPEI_ENVIADO","México"
"TX_000015","EMP_0020","Turismo","2026-09-01 10:40:03.083","14786.32","TARJETA_EMPRESARIAL","México"
"TX_000016","EMP_0081","Ropa y Calzado","2026-09-01 10:55:57.423","21659.77","SPEI_RECIBIDO","México"
"TX_000017","EMP_0049","Ferretería","2026-09-01 11:37:59.591","10810.54","SPEI_RECIBIDO","México"
"TX_000018","EMP_0020","Turismo","2026-09-01 11:44:49.555","21139.00","SPEI_RECIBIDO","México"
"TX_000019","EMP_0050","Constructora","2026-09-01 11:45:11.735","12070.88","SPEI_RECIBIDO","México"
"TX_000020","EMP_0073","Farmacia","2026-09-01 11:45:25.323","5420.81","SPEI_RECIBIDO","México"
"TX_000021","EMP_0070","Ropa y Calzado","2026-09-01 11:47:49.028","34476.55","TARJETA_EMPRESARIAL","México"
"TX_000022","EMP_0013","Papelería","2026-09-01 12:11:33.031","11383.92","SPEI_ENVIADO","México"
"TX_000023","EMP_0057","Papelería","2026-09-01 12:45:26.569","29917.62","TARJETA_EMPRESARIAL","México"
"TX_000024","EMP_0052","Automotriz","2026-09-01 12:48:26.037","13191.65","SPEI_RECIBIDO","México"
"TX_000025","EMP_0045","Restaurante","2026-09-01 13:36:02.231","9211.32","SPEI_ENVIADO","México"
"TX_000026","EMP_0044","Abarrotes","2026-09-01 13:56:16.714","13063.12","SPEI_ENVIADO","México"
